date,state,district,pincode,bio_age_5_17,bio_age_17_
14-11-2025,Odisha,Cuttack,753003,3,3
14-11-2025,Odisha,Cuttack,753006,1,1
14-11-2025,Odisha,Khordha,754001,2,2
14-11-2025,Odisha,Cuttack,754004,11,4
14-11-2025,Odisha,Khordha,754005,11,3
14-11-2025,Odisha,Cuttack,754006,4,1
14-11-2025,Odisha,Cuttack,754007,4,2
14-11-2025,Odisha,Cuttack,754010,6,3
14-11-2025,Odisha,Jagatsinghpur,754103,2,0
14-11-2025,Odisha,Cuttack,754112,4,4
14-11-2025,Odisha,Jagatsinghpur,754132,2,4
14-11-2025,Odisha,Cuttack,754200,9,6
14-11-2025,Odisha,Cuttack,754203,3,3
14-11-2025,Odisha,Cuttack,754209,7,5
14-11-2025,Odisha,Sambalpur,768107,1,1
14-11-2025,Odisha,Deogarh,768108,8,10
14-11-2025,Odisha,Dhenkanal,759013,25,8
14-11-2025,Odisha,Dhenkanal,759017,12,6
14-11-2025,Odisha,Dhenkanal,759024,6,3
14-11-2025,Odisha,Dhenkanal,759026,6,5
14-11-2025,Odisha,Ganjam,761035,1,0
14-11-2025,Odisha,Gajapati,761200,4,6
14-11-2025,Odisha,Gajapati,761210,4,2
14-11-2025,Odisha,Gajapati,761212,5,6
14-11-2025,Odisha,Ganjam,760003,11,7
14-11-2025,Odisha,Ganjam,760008,6,2
14-11-2025,Odisha,Ganjam,761005,5,8
14-11-2025,Odisha,Ganjam,761027,4,3
14-11-2025,Odisha,Ganjam,761030,5,3
14-11-2025,Odisha,Ganjam,761037,8,2
14-11-2025,Odisha,Ganjam,761043,4,1
14-11-2025,Odisha,Ganjam,761100,4,5
14-11-2025,Odisha,Ganjam,761102,11,2
14-11-2025,Odisha,Ganjam,761105,23,8
14-11-2025,Odisha,Ganjam,761109,4,2
14-11-2025,Odisha,Ganjam,761121,7,8
14-11-2025,Odisha,Ganjam,761126,3,0
14-11-2025,Odisha,Ganjam,761132,2,5
14-11-2025,Odisha,Ganjam,761140,4,3
14-11-2025,Odisha,Jajpur,754023,1,1
14-11-2025,Odisha,Jajpur,754024,1,0
14-11-2025,Odisha,Jajpur,755008,7,5
14-11-2025,Odisha,Jajpur,755019,5,1
14-11-2025,Odisha,Jajpur,755044,2,0
14-11-2025,Odisha,Keonjhar,758025,1,0
14-11-2025,Odisha,Jagatsinghpur,754113,20,1
14-11-2025,Odisha,Jagatsinghpur,754133,2,2
14-11-2025,Odisha,Jagatsinghpur,754135,1,0
14-11-2025,Odisha,Jagatsinghpur,754137,10,2
14-11-2025,Odisha,Jagatsinghpur,754139,7,1
14-11-2025,Odisha,Jagatsinghpur,754143,1,0
14-11-2025,Odisha,Jagatsinghpur,754294,3,1
14-11-2025,Odisha,Jagatsinghpur,754107,0,1
14-11-2025,Odisha,Jagatsinghpur,754109,0,3
14-11-2025,Odisha,Jagatsinghpur,754114,1,2
14-11-2025,Odisha,Jagatsinghpur,754138,1,1
14-11-2025,Odisha,Jagatsinghpur,754141,14,7
14-11-2025,Odisha,Jagatsinghpur,754160,0,1
14-11-2025,Odisha,Jajpur,755003,2,0
14-11-2025,Odisha,Jajpur,755015,2,3
14-11-2025,Odisha,Jajpur,755028,3,6
14-11-2025,Odisha,Jajpur,755044,1,1
14-11-2025,Odisha,Jharsuguda,768218,1,2
14-11-2025,Odisha,Sambalpur,768221,2,2
14-11-2025,Odisha,Kalahandi,766015,9,13
14-11-2025,Odisha,Kalahandi,766018,10,10
14-11-2025,Odisha,Kalahandi,766023,3,10
14-11-2025,Odisha,Kalahandi,766026,3,4
14-11-2025,Odisha,Kalahandi,766029,3,5
14-11-2025,Odisha,Kalahandi,766103,2,4
14-11-2025,Odisha,Kandhamal,762001,3,3
14-11-2025,Odisha,Kandhamal,762002,4,11
14-11-2025,Odisha,Kandhamal,762022,0,1
14-11-2025,Odisha,Kandhamal,762104,4,7
14-11-2025,Odisha,Kandhamal,762109,2,6
14-11-2025,Odisha,Jagatsinghpur,754140,2,2
14-11-2025,Odisha,Jagatsinghpur,754141,7,1
14-11-2025,Odisha,Kendrapara,754210,2,7
14-11-2025,Odisha,Kendrapara,754218,5,2
14-11-2025,Odisha,Kendrapara,754223,3,4
14-11-2025,Odisha,Kendrapara,754244,2,5
14-11-2025,Odisha,Jajpur,755016,11,1
14-11-2025,Odisha,Bhadrak,756121,1,3
14-11-2025,Odisha,Keonjhar,758019,8,4
14-11-2025,Odisha,Keonjhar,758027,7,3
14-11-2025,Odisha,Keonjhar,758037,2,1
14-11-2025,Odisha,Keonjhar,758043,12,7
14-11-2025,Odisha,Keonjhar,758046,9,1
14-11-2025,Odisha,Keonjhar,758047,5,5
14-11-2025,Odisha,Keonjhar,758078,3,2
14-11-2025,Odisha,Keonjhar,758082,1,2
14-11-2025,Odisha,Khordha,751003,2,3
14-11-2025,Odisha,Khordha,751010,2,3
14-11-2025,Odisha,Khordha,751030,6,2
14-11-2025,Odisha,Khordha,752020,5,6
14-11-2025,Odisha,Khordha,752022,1,0
14-11-2025,Odisha,Khordha,752034,7,2
14-11-2025,Odisha,Khordha,752101,8,4
14-11-2025,Odisha,Khordha,752115,1,1
14-11-2025,Odisha,Khordha,752054,2,2
14-11-2025,Odisha,Khordha,752061,0,1
14-11-2025,Odisha,Khordha,752062,1,2
14-11-2025,Odisha,Khordha,752101,1,2
14-11-2025,Odisha,Khordha,752102,1,0
14-11-2025,Odisha,Koraput,764005,2,1
14-11-2025,Odisha,Koraput,764021,5,2
14-11-2025,Odisha,Koraput,764043,8,18
14-11-2025,Odisha,Koraput,764056,13,8
14-11-2025,Odisha,Koraput,765013,8,3
14-11-2025,Odisha,Koraput,764043,3,2
14-11-2025,Odisha,Malkangiri,764044,10,18
14-11-2025,Odisha,Malkangiri,764052,10,6
14-11-2025,Odisha,Malkangiri,764087,32,4
14-11-2025,Odisha,Mayurbhanj,757017,1,5
14-11-2025,Odisha,Mayurbhanj,757019,3,2
14-11-2025,Odisha,Mayurbhanj,757029,12,4
14-11-2025,Odisha,Mayurbhanj,757038,18,12
14-11-2025,Odisha,Mayurbhanj,757042,4,4
14-11-2025,Odisha,Mayurbhanj,757046,3,3
14-11-2025,Odisha,Mayurbhanj,757050,14,7
14-11-2025,Odisha,Mayurbhanj,757052,18,2
14-11-2025,Odisha,Mayurbhanj,757055,2,3
14-11-2025,Odisha,Mayurbhanj,757073,1,5
14-11-2025,Odisha,Mayurbhanj,757075,5,2
14-11-2025,Odisha,Mayurbhanj,757081,2,1
14-11-2025,Odisha,Mayurbhanj,757091,3,4
14-11-2025,Odisha,Mayurbhanj,757100,15,4
14-11-2025,Odisha,Nuapada,766117,0,1
14-11-2025,Odisha,Nabarangpur,764072,8,18
14-11-2025,Odisha,Nabarangpur,764076,17,12
14-11-2025,Odisha,Nayagarh,752085,5,3
14-11-2025,Odisha,Nuapada,766118,9,3
14-11-2025,Odisha,Puri,752011,22,10
14-11-2025,Odisha,Puri,752015,9,3
14-11-2025,Odisha,Puri,752045,5,5
14-11-2025,Odisha,Khordha,752050,7,3
14-11-2025,Odisha,Puri,752109,9,7
14-11-2025,Odisha,Cuttack,754004,2,1
14-11-2025,Odisha,Rayagada,765017,6,9
14-11-2025,Odisha,Rayagada,765020,27,12
14-11-2025,Odisha,Rayagada,765026,11,2
14-11-2025,Odisha,Sambalpur,768016,7,2
14-11-2025,Odisha,Sambalpur,768019,1,2
14-11-2025,Odisha,Sambalpur,768105,8,6
14-11-2025,Odisha,Subarnapur,767019,0,3
14-11-2025,Odisha,Sundargarh,769006,0,1
14-11-2025,Odisha,Sundargarh,770017,2,4
14-11-2025,Odisha,Sundargarh,770019,0,1
14-11-2025,Odisha,Sundargarh,770032,0,4
14-11-2025,Odisha,Sundargarh,769001,4,9
14-11-2025,Odisha,Sundargarh,769003,5,2
14-11-2025,Odisha,Sundargarh,769007,1,0
14-11-2025,Odisha,Sundargarh,770018,6,1
14-11-2025,Odisha,Sundargarh,770022,5,1
14-11-2025,Odisha,Sundargarh,770024,7,5
14-11-2025,Odisha,Sundargarh,770031,4,6
14-11-2025,Odisha,Sundargarh,770036,5,7
14-11-2025,Odisha,Sundargarh,770043,4,3
14-11-2025,Odisha,Sundargarh,770044,5,3
14-11-2025,Odisha,Sundargarh,770072,2,0
14-11-2025,Odisha,Angul,759104,1,0
14-11-2025,Odisha,Angul,759145,1,0
14-11-2025,Odisha,Balangir,767022,0,1
14-11-2025,Odisha,Balangir,767065,0,3
14-11-2025,Odisha,Balasore,756002,1,1
14-11-2025,Odisha,Balasore,756029,0,3
14-11-2025,Odisha,Balasore,756032,0,2
14-11-2025,Odisha,Balasore,756038,1,0
14-11-2025,Odisha,Balasore,756126,1,0
14-11-2025,Odisha,Bargarh,768037,0,1
14-11-2025,Odisha,Bhadrak,756123,0,2
14-11-2025,Odisha,Bhadrak,756138,1,0
14-11-2025,Odisha,Bhadrak,756181,1,1
14-11-2025,Odisha,Cuttack,753009,0,2
14-11-2025,Odisha,Cuttack,754021,0,1
14-11-2025,Odisha,Dhenkanal,759121,0,1
14-11-2025,Odisha,Ganjam,760003,0,1
14-11-2025,Odisha,Ganjam,761008,0,1
14-11-2025,Odisha,Ganjam,761020,1,5
14-11-2025,Odisha,Kendrapara,754215,0,2
14-11-2025,Odisha,Kendrapara,754219,0,1
14-11-2025,Odisha,Khordha,751006,2,4
14-11-2025,Odisha,Khordha,751013,1,1
14-11-2025,Odisha,Khordha,751019,0,5
14-11-2025,Odisha,Khordha,752101,0,1
14-11-2025,Odisha,Koraput,764004,0,1
14-11-2025,Odisha,Koraput,764063,0,1
14-11-2025,Odisha,Nayagarh,752070,0,2
14-11-2025,Odisha,Nayagarh,752092,0,1
14-11-2025,Odisha,Puri,752014,0,3
14-11-2025,Odisha,Puri,752046,0,1
14-11-2025,Odisha,Puri,752107,1,1
14-11-2025,Odisha,Rayagada,765017,2,3
14-11-2025,Odisha,Sambalpur,768004,0,1
14-11-2025,Odisha,Sundargarh,769016,0,1
14-11-2025,Odisha,Angul,759106,2,0
14-11-2025,Odisha,Angul,759119,3,3
14-11-2025,Odisha,Angul,759122,1,5
14-11-2025,Odisha,Angul,759123,5,0
14-11-2025,Odisha,Angul,759129,14,8
14-11-2025,Odisha,Angul,759119,0,1
14-11-2025,Odisha,Angul,759127,1,2
14-11-2025,Odisha,Balangir,767032,32,10
14-11-2025,Odisha,Balangir,767040,10,2
14-11-2025,Odisha,Balangir,767041,6,1
14-11-2025,Odisha,Balasore,756001,0,2
14-11-2025,Odisha,Balasore,756002,1,1
14-11-2025,Odisha,Balasore,756032,1,1
14-11-2025,Odisha,Balasore,756033,1,5
14-11-2025,Odisha,Balasore,756034,0,1
14-11-2025,Odisha,Balasore,756038,1,1
14-11-2025,Odisha,Balasore,756059,0,1
14-11-2025,Odisha,Balasore,756060,1,2
14-11-2025,Odisha,Balasore,756166,1,2
14-11-2025,Odisha,Balasore,756019,6,3
14-11-2025,Odisha,Balasore,756027,17,6
14-11-2025,Odisha,Balasore,756032,2,5
14-11-2025,Odisha,Balasore,756035,5,5
14-11-2025,Odisha,Balasore,756037,3,1
14-11-2025,Odisha,Balasore,756040,28,6
14-11-2025,Odisha,Balasore,756044,12,1
14-11-2025,Odisha,Balasore,756058,1,1
14-11-2025,Odisha,Balasore,756060,5,2
14-11-2025,Odisha,Balasore,756083,21,4
14-11-2025,Odisha,Balasore,756134,6,4
14-11-2025,Odisha,Balasore,756182,8,0
14-11-2025,Odisha,Bargarh,768035,4,3
14-11-2025,Odisha,Bargarh,768038,9,8
14-11-2025,Odisha,Bargarh,768039,13,4
14-11-2025,Odisha,Bargarh,768104,18,8
14-11-2025,Odisha,Bargarh,768115,3,2
14-11-2025,Odisha,Boudh,762016,1,1
14-11-2025,Odisha,Bhadrak,756119,11,9
14-11-2025,Odisha,Bhadrak,756122,1,7
14-11-2025,Odisha,Bhadrak,756131,9,7
14-11-2025,Odisha,Bhadrak,756132,1,3
14-11-2025,Odisha,Bhadrak,756138,3,2
14-11-2025,Odisha,Bhadrak,756163,0,2
14-11-2025,Odisha,Bhadrak,756165,0,1
14-11-2025,Odisha,Boudh,762013,1,3
14-11-2025,Odisha,Boudh,762014,11,6
14-11-2025,Odisha,Boudh,762016,25,9
14-11-2025,Odisha,Puri,752120,1,0
14-11-2025,Odisha,Cuttack,753002,2,0
14-11-2025,Odisha,Cuttack,753010,2,4
14-11-2025,Odisha,Cuttack,753011,9,3
14-11-2025,Odisha,Cuttack,754009,4,4
14-11-2025,Odisha,Cuttack,754035,5,6
14-11-2025,Odisha,Cuttack,754100,8,1
14-11-2025,Odisha,Cuttack,754105,5,1
14-11-2025,Odisha,Cuttack,754201,5,2
14-11-2025,Odisha,Cuttack,754202,2,5
14-11-2025,Odisha,Cuttack,754204,6,5
14-11-2025,Odisha,Cuttack,754206,16,1
14-11-2025,Odisha,Kendrapara,754208,1,0
14-11-2025,Odisha,Cuttack,754221,2,6
14-11-2025,Odisha,Cuttack,754290,4,1
14-11-2025,Odisha,Cuttack,754295,0,1
14-11-2025,Odisha,Jajpur,754296,0,8
14-11-2025,Odisha,Deogarh,768119,14,5
14-11-2025,Odisha,Dhenkanal,759001,5,3
14-11-2025,Odisha,Dhenkanal,759016,13,16
14-11-2025,Odisha,Dhenkanal,759020,7,5
14-11-2025,Odisha,Angul,759128,0,1
14-11-2025,Odisha,Gajapati,761017,6,9
14-11-2025,Odisha,Gajapati,761213,4,3
14-11-2025,Odisha,Ganjam,760001,12,6
14-11-2025,Odisha,Ganjam,760007,1,1
14-11-2025,Odisha,Ganjam,760009,2,3
14-11-2025,Odisha,Ganjam,761004,9,3
14-11-2025,Odisha,Ganjam,761011,3,4
14-11-2025,Odisha,Ganjam,761020,8,1
14-11-2025,Odisha,Ganjam,761031,5,7
14-11-2025,Odisha,Ganjam,761055,14,7
14-11-2025,Odisha,Ganjam,761104,7,7
14-11-2025,Odisha,Ganjam,761117,13,3
14-11-2025,Odisha,Ganjam,761151,3,1
14-11-2025,Odisha,Jajpur,754082,1,0
14-11-2025,Odisha,Jajpur,754292,1,2
14-11-2025,Odisha,Jajpur,755005,2,0
14-11-2025,Odisha,Jajpur,755009,4,3
14-11-2025,Odisha,Jajpur,755013,1,0
14-11-2025,Odisha,Jajpur,755023,1,0
14-11-2025,Odisha,Jajpur,755025,5,2
14-11-2025,Odisha,Jajpur,755027,8,2
14-11-2025,Odisha,Jajpur,755043,5,3
14-11-2025,Odisha,Jagatsinghpur,754106,6,1
14-11-2025,Odisha,Jagatsinghpur,754107,8,1
14-11-2025,Odisha,Jagatsinghpur,754120,1,1
14-11-2025,Odisha,Cuttack,754130,3,0
14-11-2025,Odisha,Jagatsinghpur,754102,2,2
14-11-2025,Odisha,Jagatsinghpur,754108,3,2
14-11-2025,Odisha,Jagatsinghpur,754110,1,3
14-11-2025,Odisha,Cuttack,754130,1,0
14-11-2025,Odisha,Jagatsinghpur,754132,1,2
14-11-2025,Odisha,Jajpur,754082,0,1
14-11-2025,Odisha,Jajpur,754214,0,5
14-11-2025,Odisha,Kendrapara,754250,1,0
14-11-2025,Odisha,Jajpur,755005,4,4
14-11-2025,Odisha,Jajpur,755013,2,3
14-11-2025,Odisha,Jajpur,755017,0,4
14-11-2025,Odisha,Jajpur,755018,10,10
14-11-2025,Odisha,Jajpur,755020,1,1
14-11-2025,Odisha,Jajpur,755025,6,0
14-11-2025,Odisha,Jajpur,755036,5,5
14-11-2025,Odisha,Jharsuguda,768220,4,1
14-11-2025,Odisha,Jharsuguda,768226,2,1
14-11-2025,Odisha,Kalahandi,766001,11,1
14-11-2025,Odisha,Kalahandi,766002,12,15
14-11-2025,Odisha,Kalahandi,766014,7,17
14-11-2025,Odisha,Kalahandi,766016,4,0
14-11-2025,Odisha,Kalahandi,766031,6,2
14-11-2025,Odisha,Kalahandi,766100,6,7
14-11-2025,Odisha,Kalahandi,766102,11,6
14-11-2025,Odisha,Kandhamal,762102,6,2
14-11-2025,Odisha,Jagatsinghpur,754162,6,1
14-11-2025,Odisha,Cuttack,754204,0,1
14-11-2025,Odisha,Cuttack,754207,1,0
14-11-2025,Odisha,Kendrapara,754212,31,5
14-11-2025,Odisha,Jajpur,754214,4,3
14-11-2025,Odisha,Kendrapara,754239,2,0
14-11-2025,Odisha,Kendrapara,754245,9,1
14-11-2025,Odisha,Kendrapara,754253,9,1
14-11-2025,Odisha,Jajpur,755011,0,1
14-11-2025,Odisha,Keonjhar,758015,6,4
14-11-2025,Odisha,Keonjhar,758016,7,1
14-11-2025,Odisha,Keonjhar,758020,5,1
14-11-2025,Odisha,Keonjhar,758029,1,2
14-11-2025,Odisha,Keonjhar,758034,9,11
14-11-2025,Odisha,Keonjhar,758036,2,0
14-11-2025,Odisha,Keonjhar,758044,6,3
14-11-2025,Odisha,Keonjhar,758045,9,2
14-11-2025,Odisha,Keonjhar,758052,0,1
14-11-2025,Odisha,Keonjhar,758076,7,2
14-11-2025,Odisha,Khordha,751001,5,4
14-11-2025,Odisha,Khordha,751002,11,5
14-11-2025,Odisha,Khordha,751012,3,4
14-11-2025,Odisha,Khordha,751014,3,1
14-11-2025,Odisha,Khordha,751016,1,0
14-11-2025,Odisha,Khordha,751020,2,2
14-11-2025,Odisha,Khordha,751031,0,1
14-11-2025,Odisha,Khordha,752019,3,4
14-11-2025,Odisha,Khordha,752023,20,2
14-11-2025,Odisha,Khordha,752027,24,2
14-11-2025,Odisha,Khordha,752035,15,5
14-11-2025,Odisha,Khordha,752050,5,3
14-11-2025,Odisha,Khordha,752056,4,5
14-11-2025,Odisha,Khordha,752061,1,4
14-11-2025,Odisha,Khordha,752102,12,7
14-11-2025,Odisha,Puri,752104,2,1
14-11-2025,Odisha,Khordha,751010,0,1
14-11-2025,Odisha,Khordha,752031,1,3
14-11-2025,Odisha,Khordha,752038,0,1
14-11-2025,Odisha,Khordha,752050,1,3
14-11-2025,Odisha,Khordha,752055,0,6
14-11-2025,Odisha,Koraput,763001,0,1
14-11-2025,Odisha,Koraput,764041,1,4
14-11-2025,Odisha,Koraput,764055,5,7
14-11-2025,Odisha,Malkangiri,764051,25,2
14-11-2025,Odisha,Malkangiri,764086,0,4
14-11-2025,Odisha,Mayurbhanj,757003,1,4
14-11-2025,Odisha,Mayurbhanj,757020,10,7
14-11-2025,Odisha,Mayurbhanj,757025,10,7
14-11-2025,Odisha,Mayurbhanj,757026,3,7
14-11-2025,Odisha,Mayurbhanj,757036,5,4
14-11-2025,Odisha,Mayurbhanj,757037,41,5
14-11-2025,Odisha,Mayurbhanj,757043,37,5
14-11-2025,Odisha,Mayurbhanj,757049,13,10
14-11-2025,Odisha,Mayurbhanj,757051,2,0
14-11-2025,Odisha,Mayurbhanj,757079,9,8
14-11-2025,Odisha,Mayurbhanj,757093,0,4
14-11-2025,Odisha,Mayurbhanj,757105,6,6
14-11-2025,Odisha,Khordha,752021,0,1
14-11-2025,Odisha,Nayagarh,752024,1,2
14-11-2025,Odisha,Nayagarh,752065,14,0
14-11-2025,Odisha,Nayagarh,752080,0,5
14-11-2025,Odisha,Nayagarh,752090,4,1
14-11-2025,Odisha,Nayagarh,752091,4,3
14-11-2025,Odisha,Nayagarh,752094,1,1
14-11-2025,Odisha,Nuapada,766105,9,11
14-11-2025,Odisha,Puri,752002,14,17
14-11-2025,Odisha,Puri,752017,14,1
14-11-2025,Odisha,Khordha,752030,9,2
14-11-2025,Odisha,Khordha,752060,19,2
14-11-2025,Odisha,Puri,752105,10,5
14-11-2025,Odisha,Puri,752116,2,4
14-11-2025,Odisha,Puri,752119,2,5
14-11-2025,Odisha,Puri,752121,2,0
14-11-2025,Odisha,Rayagada,765002,4,8
14-11-2025,Odisha,Rayagada,765016,5,18
14-11-2025,Odisha,Rayagada,765019,13,14
14-11-2025,Odisha,Rayagada,765022,7,4
14-11-2025,Odisha,Rayagada,765023,0,3
14-11-2025,Odisha,Sambalpur,768002,3,1
14-11-2025,Odisha,Sambalpur,768005,11,9
14-11-2025,Odisha,Sambalpur,768106,16,4
14-11-2025,Odisha,Sambalpur,768212,8,13
14-11-2025,Odisha,Sambalpur,768214,3,6
14-11-2025,Odisha,Sambalpur,768222,11,8
14-11-2025,Odisha,Subarnapur,767019,9,3
14-11-2025,Odisha,Subarnapur,767023,9,8
14-11-2025,Odisha,Subarnapur,767045,4,4
14-11-2025,Odisha,Subarnapur,767023,3,4
14-11-2025,Odisha,Subarnapur,767045,0,1
14-11-2025,Odisha,Sundargarh,769003,0,1
14-11-2025,Odisha,Sundargarh,769010,0,1
14-11-2025,Odisha,Sundargarh,770036,0,2
14-11-2025,Odisha,Sundargarh,770076,0,4
14-11-2025,Odisha,Sundargarh,769005,1,1
14-11-2025,Odisha,Sundargarh,769006,2,3
14-11-2025,Odisha,Sundargarh,769009,1,0
14-11-2025,Odisha,Sundargarh,770012,1,3
14-11-2025,Odisha,Sundargarh,770014,7,5
14-11-2025,Odisha,Sundargarh,770037,8,13
14-11-2025,Odisha,Sundargarh,770039,4,5
14-11-2025,Odisha,Balangir,767032,5,3
14-11-2025,Odisha,Balangir,767037,0,7
14-11-2025,Odisha,Balasore,756045,0,2
14-11-2025,Odisha,Balasore,756079,0,2
14-11-2025,Odisha,Bargarh,768030,1,1
14-11-2025,Odisha,Bhadrak,756116,0,1
14-11-2025,Odisha,Bhadrak,756128,1,0
14-11-2025,Odisha,Cuttack,754031,0,4
14-11-2025,Odisha,Jagatsinghpur,754110,0,1
14-11-2025,Odisha,Jharsuguda,768201,0,2
14-11-2025,Odisha,Keonjhar,758015,0,1
14-11-2025,Odisha,Khordha,751001,0,3
14-11-2025,Odisha,Khordha,751003,0,2
14-11-2025,Odisha,Khordha,751010,0,1
14-11-2025,Odisha,Khordha,751021,0,1
14-11-2025,Odisha,Khordha,752050,0,1
14-11-2025,Odisha,Khordha,752100,0,2
14-11-2025,Odisha,Khordha,752103,0,1
14-11-2025,Odisha,Koraput,764038,0,1
14-11-2025,Odisha,Nayagarh,752026,0,1
14-11-2025,Odisha,Nayagarh,752068,0,3
14-11-2025,Odisha,Nayagarh,752077,0,1
14-11-2025,Odisha,Nayagarh,752078,0,2
14-11-2025,Odisha,Khordha,751002,0,1
14-11-2025,Odisha,Puri,752002,1,0
14-11-2025,Odisha,Puri,752015,0,1
14-11-2025,Odisha,Puri,752110,0,1
14-11-2025,Odisha,Sambalpur,768026,0,1
14-11-2025,Odisha,Sambalpur,768228,0,1
14-11-2025,Odisha,Sundargarh,770011,1,0
14-11-2025,Odisha,Sundargarh,770032,0,1
14-11-2025,Odisha,Sundargarh,770033,0,2
14-11-2025,Odisha,Angul,759100,13,1
14-11-2025,Odisha,Angul,759117,8,1
14-11-2025,Odisha,Angul,759124,8,1
14-11-2025,Odisha,Angul,759125,12,17
14-11-2025,Odisha,Angul,759145,1,4
14-11-2025,Odisha,Angul,759132,0,1
14-11-2025,Odisha,Balangir,767002,19,5
14-11-2025,Odisha,Balangir,767025,24,13
14-11-2025,Odisha,Balangir,767061,3,1
14-11-2025,Odisha,Balasore,756024,1,3
14-11-2025,Odisha,Balasore,756026,1,3
14-11-2025,Odisha,Balasore,756134,0,3
14-11-2025,Odisha,Balasore,756182,0,2
14-11-2025,Odisha,Balasore,756003,19,2
14-11-2025,Odisha,Balasore,756020,7,5
14-11-2025,Odisha,Balasore,756021,4,1
14-11-2025,Odisha,Balasore,756023,9,1
14-11-2025,Odisha,Balasore,756034,2,3
14-11-2025,Odisha,Balasore,756041,13,3
14-11-2025,Odisha,Balasore,756047,13,8
14-11-2025,Odisha,Balasore,756049,1,1
14-11-2025,Odisha,Balasore,756051,3,0
14-11-2025,Odisha,Balasore,756080,2,0
14-11-2025,Odisha,Bargarh,768028,19,8
14-11-2025,Odisha,Bargarh,768029,14,10
14-11-2025,Odisha,Bargarh,768034,1,3
14-11-2025,Odisha,Bargarh,768036,21,15
14-11-2025,Odisha,Bargarh,768102,10,0
14-11-2025,Odisha,Bargarh,768111,4,3
14-11-2025,Odisha,Balasore,756046,0,2
14-11-2025,Odisha,Bhadrak,756113,2,1
14-11-2025,Odisha,Bhadrak,756116,12,3
14-11-2025,Odisha,Bhadrak,756118,3,3
14-11-2025,Odisha,Bhadrak,756121,2,3
14-11-2025,Odisha,Balasore,756126,0,1
14-11-2025,Odisha,Bhadrak,756168,6,7
14-11-2025,Odisha,Bhadrak,756171,2,8
14-11-2025,Odisha,Bhadrak,756181,6,1
14-11-2025,Odisha,Kandhamal,762012,1,1
14-11-2025,Odisha,Khordha,752103,1,1
14-11-2025,Odisha,Cuttack,754002,17,0
14-11-2025,Odisha,Cuttack,754026,4,6
14-11-2025,Odisha,Cuttack,754027,4,3
14-11-2025,Odisha,Cuttack,754031,12,13
14-11-2025,Odisha,Jajpur,754205,3,1
14-11-2025,Odisha,Jagatsinghpur,754294,0,1
14-11-2025,Odisha,Dhenkanal,759014,6,4
14-11-2025,Odisha,Dhenkanal,759019,9,4
14-11-2025,Odisha,Dhenkanal,759023,3,4
14-11-2025,Odisha,Dhenkanal,759028,4,0
14-11-2025,Odisha,Dhenkanal,759039,11,6
14-11-2025,Odisha,Dhenkanal,759120,17,10
14-11-2025,Odisha,Dhenkanal,759121,2,8
14-11-2025,Odisha,Gajapati,761016,23,12
14-11-2025,Odisha,Gajapati,761211,7,0
14-11-2025,Odisha,Gajapati,761214,24,6
14-11-2025,Odisha,Gajapati,761215,3,5
14-11-2025,Odisha,Gajapati,761217,49,12
14-11-2025,Odisha,Ganjam,760002,5,5
14-11-2025,Odisha,Ganjam,760004,1,1
14-11-2025,Odisha,Ganjam,761001,6,3
14-11-2025,Odisha,Ganjam,761002,6,2
14-11-2025,Odisha,Ganjam,761006,3,1
14-11-2025,Odisha,Ganjam,761008,13,2
14-11-2025,Odisha,Ganjam,761010,6,8
14-11-2025,Odisha,Ganjam,761014,3,2
14-11-2025,Odisha,Ganjam,761018,9,7
14-11-2025,Odisha,Ganjam,761028,6,1
14-11-2025,Odisha,Ganjam,761035,2,11
14-11-2025,Odisha,Ganjam,761042,0,2
14-11-2025,Odisha,Ganjam,761103,3,3
14-11-2025,Odisha,Ganjam,761110,4,2
14-11-2025,Odisha,Ganjam,761116,1,2
14-11-2025,Odisha,Ganjam,761118,15,14
14-11-2025,Odisha,Ganjam,761123,4,5
14-11-2025,Odisha,Ganjam,761124,18,5
14-11-2025,Odisha,Ganjam,761131,12,3
14-11-2025,Odisha,Ganjam,761141,4,7
14-11-2025,Odisha,Ganjam,761143,3,4
14-11-2025,Odisha,Jajpur,754205,3,2
14-11-2025,Odisha,Kendrapara,754250,1,1
14-11-2025,Odisha,Jajpur,755001,1,0
14-11-2025,Odisha,Jajpur,755003,2,1
14-11-2025,Odisha,Jajpur,755004,3,2
14-11-2025,Odisha,Jajpur,755011,3,2
14-11-2025,Odisha,Jajpur,755015,2,1
14-11-2025,Odisha,Jagatsinghpur,754103,9,11
14-11-2025,Odisha,Jagatsinghpur,754104,24,0
14-11-2025,Odisha,Jagatsinghpur,754108,24,5
14-11-2025,Odisha,Jagatsinghpur,754111,1,4
14-11-2025,Odisha,Jagatsinghpur,754160,3,1
14-11-2025,Odisha,Jagatsinghpur,754106,0,4
14-11-2025,Odisha,Jagatsinghpur,754119,1,2
14-11-2025,Odisha,Jagatsinghpur,754120,1,0
14-11-2025,Odisha,Jagatsinghpur,754133,0,1
14-11-2025,Odisha,Cuttack,754207,0,1
14-11-2025,Odisha,Jajpur,755001,6,3
14-11-2025,Odisha,Jajpur,755004,5,3
14-11-2025,Odisha,Jajpur,755011,7,4
14-11-2025,Odisha,Jajpur,755014,11,5
14-11-2025,Odisha,Jajpur,755016,15,5
14-11-2025,Odisha,Jajpur,755022,5,6
14-11-2025,Odisha,Jajpur,755024,0,2
