date,state,district,pincode,bio_age_5_17,bio_age_17_
18-09-2025,Odisha,Cuttack,754010,2,2
18-09-2025,Odisha,Jajpur,754023,1,2
18-09-2025,Odisha,Cuttack,754030,5,3
18-09-2025,Odisha,Cuttack,754031,15,10
18-09-2025,Odisha,Cuttack,754032,12,15
18-09-2025,Odisha,Cuttack,754037,7,6
18-09-2025,Odisha,Jagatsinghpur,754109,1,1
18-09-2025,Odisha,Cuttack,754112,8,10
18-09-2025,Odisha,Cuttack,754201,2,1
18-09-2025,Odisha,Cuttack,754207,14,14
18-09-2025,Odisha,Cuttack,754209,9,8
18-09-2025,Odisha,Deogarh,768108,6,14
18-09-2025,Odisha,Dhenkanal,759001,4,1
18-09-2025,Odisha,Dhenkanal,759014,10,8
18-09-2025,Odisha,Dhenkanal,759017,13,10
18-09-2025,Odisha,Dhenkanal,759018,39,11
18-09-2025,Odisha,Dhenkanal,759019,4,11
18-09-2025,Odisha,Dhenkanal,759022,4,5
18-09-2025,Odisha,Dhenkanal,759024,3,6
18-09-2025,Odisha,Gajapati,761208,3,5
18-09-2025,Odisha,Ganjam,760001,5,7
18-09-2025,Odisha,Ganjam,760003,2,3
18-09-2025,Odisha,Ganjam,760006,2,1
18-09-2025,Odisha,Ganjam,761002,3,1
18-09-2025,Odisha,Ganjam,761007,11,12
18-09-2025,Odisha,Ganjam,761029,7,4
18-09-2025,Odisha,Ganjam,761032,5,8
18-09-2025,Odisha,Ganjam,761102,1,6
18-09-2025,Odisha,Ganjam,761105,14,18
18-09-2025,Odisha,Ganjam,761110,3,2
18-09-2025,Odisha,Ganjam,761111,5,8
18-09-2025,Odisha,Ganjam,761126,2,3
18-09-2025,Odisha,Ganjam,761132,22,5
18-09-2025,Odisha,Ganjam,761133,0,1
18-09-2025,Odisha,Ganjam,761141,0,4
18-09-2025,Odisha,Ganjam,761146,6,1
18-09-2025,Odisha,Jajpur,754023,2,0
18-09-2025,Odisha,Jajpur,754205,3,2
18-09-2025,Odisha,Jajpur,755005,4,1
18-09-2025,Odisha,Jajpur,755006,9,0
18-09-2025,Odisha,Jajpur,755014,10,1
18-09-2025,Odisha,Jajpur,755025,1,5
18-09-2025,Odisha,Jajpur,755026,5,6
18-09-2025,Odisha,Jajpur,755027,1,0
18-09-2025,Odisha,Jagatsinghpur,754102,4,2
18-09-2025,Odisha,Jagatsinghpur,754108,5,10
18-09-2025,Odisha,Jagatsinghpur,754136,5,2
18-09-2025,Odisha,Jagatsinghpur,754142,1,2
18-09-2025,Odisha,Jagatsinghpur,754162,2,0
18-09-2025,Odisha,Jagatsinghpur,754110,2,5
18-09-2025,Odisha,Jagatsinghpur,754119,2,5
18-09-2025,Odisha,Jagatsinghpur,754120,0,2
18-09-2025,Odisha,Jagatsinghpur,754141,3,9
18-09-2025,Odisha,Jajpur,755008,2,6
18-09-2025,Odisha,Jajpur,755009,8,11
18-09-2025,Odisha,Jajpur,755017,0,1
18-09-2025,Odisha,Jajpur,755023,9,10
18-09-2025,Odisha,Jajpur,755024,4,1
18-09-2025,Odisha,Jajpur,755025,6,6
18-09-2025,Odisha,Jajpur,755027,3,3
18-09-2025,Odisha,Jajpur,755036,2,4
18-09-2025,Odisha,Jajpur,755043,0,4
18-09-2025,Odisha,Jharsuguda,768201,5,6
18-09-2025,Odisha,Jharsuguda,768211,1,7
18-09-2025,Odisha,Kalahandi,766011,15,7
18-09-2025,Odisha,Kalahandi,766012,9,5
18-09-2025,Odisha,Kalahandi,766015,19,19
18-09-2025,Odisha,Kalahandi,766026,6,11
18-09-2025,Odisha,Kalahandi,766027,2,6
18-09-2025,Odisha,Kalahandi,766028,1,3
18-09-2025,Odisha,Kalahandi,766029,10,11
18-09-2025,Odisha,Kalahandi,766031,1,2
18-09-2025,Odisha,Kalahandi,766101,3,16
18-09-2025,Odisha,Kalahandi,766102,13,12
18-09-2025,Odisha,Kalahandi,766103,17,6
18-09-2025,Odisha,Kandhamal,762103,12,17
18-09-2025,Odisha,Kendrapara,754134,4,7
18-09-2025,Odisha,Jagatsinghpur,754141,29,14
18-09-2025,Odisha,Cuttack,754207,1,1
18-09-2025,Odisha,Jajpur,754214,5,12
18-09-2025,Odisha,Kendrapara,754222,1,1
18-09-2025,Odisha,Kendrapara,754246,16,6
18-09-2025,Odisha,Keonjhar,758013,0,8
18-09-2025,Odisha,Keonjhar,758014,5,9
18-09-2025,Odisha,Keonjhar,758015,4,9
18-09-2025,Odisha,Keonjhar,758031,8,14
18-09-2025,Odisha,Keonjhar,758037,3,0
18-09-2025,Odisha,Keonjhar,758041,6,8
18-09-2025,Odisha,Keonjhar,758043,7,5
18-09-2025,Odisha,Keonjhar,758047,4,6
18-09-2025,Odisha,Khordha,751001,2,3
18-09-2025,Odisha,Khordha,751002,4,9
18-09-2025,Odisha,Khordha,751003,3,6
18-09-2025,Odisha,Khordha,751012,4,4
18-09-2025,Odisha,Khordha,751015,1,0
18-09-2025,Odisha,Khordha,751020,1,0
18-09-2025,Odisha,Khordha,751022,5,0
18-09-2025,Odisha,Khordha,751025,0,1
18-09-2025,Odisha,Khordha,752019,3,1
18-09-2025,Odisha,Khordha,752054,2,5
18-09-2025,Odisha,Khordha,752056,6,7
18-09-2025,Odisha,Khordha,751004,0,1
18-09-2025,Odisha,Khordha,751010,0,3
18-09-2025,Odisha,Khordha,752018,0,5
18-09-2025,Odisha,Khordha,752022,0,4
18-09-2025,Odisha,Khordha,752034,2,1
18-09-2025,Odisha,Khordha,752035,2,1
18-09-2025,Odisha,Khordha,752054,0,1
18-09-2025,Odisha,Khordha,752056,0,3
18-09-2025,Odisha,Khordha,752057,0,1
18-09-2025,Odisha,Koraput,763008,8,10
18-09-2025,Odisha,Koraput,764006,2,2
18-09-2025,Odisha,Koraput,764014,4,3
18-09-2025,Odisha,Koraput,764021,5,3
18-09-2025,Odisha,Koraput,764056,22,36
18-09-2025,Odisha,Koraput,764063,4,3
18-09-2025,Odisha,Malkangiri,764042,3,0
18-09-2025,Odisha,Malkangiri,764046,6,1
18-09-2025,Odisha,Malkangiri,764048,3,2
18-09-2025,Odisha,Balasore,756027,0,1
18-09-2025,Odisha,Mayurbhanj,757003,1,2
18-09-2025,Odisha,Mayurbhanj,757016,1,6
18-09-2025,Odisha,Mayurbhanj,757022,3,2
18-09-2025,Odisha,Mayurbhanj,757023,4,3
18-09-2025,Odisha,Mayurbhanj,757027,1,1
18-09-2025,Odisha,Mayurbhanj,757028,1,4
18-09-2025,Odisha,Mayurbhanj,757030,5,12
18-09-2025,Odisha,Mayurbhanj,757033,9,13
18-09-2025,Odisha,Mayurbhanj,757041,17,13
18-09-2025,Odisha,Mayurbhanj,757047,3,11
18-09-2025,Odisha,Mayurbhanj,757054,6,3
18-09-2025,Odisha,Mayurbhanj,757079,2,2
18-09-2025,Odisha,Mayurbhanj,757082,1,4
18-09-2025,Odisha,Mayurbhanj,757100,4,11
18-09-2025,Odisha,Mayurbhanj,757102,2,3
18-09-2025,Odisha,Nabarangpur,764076,11,19
18-09-2025,Odisha,Nabarangpur,764078,10,8
18-09-2025,Odisha,Nayagarh,752065,3,3
18-09-2025,Odisha,Nayagarh,752068,16,10
18-09-2025,Odisha,Nayagarh,752079,23,7
18-09-2025,Odisha,Nayagarh,752092,2,3
18-09-2025,Odisha,Nuapada,766118,16,15
18-09-2025,Odisha,Puri,752001,7,12
18-09-2025,Odisha,Puri,752011,18,16
18-09-2025,Odisha,Puri,752013,3,3
18-09-2025,Odisha,Puri,752104,8,21
18-09-2025,Odisha,Puri,752110,3,6
18-09-2025,Odisha,Puri,752111,5,10
18-09-2025,Odisha,Rayagada,765021,2,3
18-09-2025,Odisha,Sambalpur,768016,1,0
18-09-2025,Odisha,Sambalpur,768020,2,1
18-09-2025,Odisha,Sambalpur,768025,1,0
18-09-2025,Odisha,Sambalpur,768228,5,10
18-09-2025,Odisha,Subarnapur,767017,8,5
18-09-2025,Odisha,Sundargarh,769013,1,0
18-09-2025,Odisha,Sundargarh,769016,0,1
18-09-2025,Odisha,Sundargarh,770015,2,7
18-09-2025,Odisha,Sundargarh,770024,0,1
18-09-2025,Odisha,Sundargarh,770074,1,0
18-09-2025,Odisha,Sundargarh,769005,0,3
18-09-2025,Odisha,Sundargarh,769006,0,1
18-09-2025,Odisha,Sundargarh,769008,1,0
18-09-2025,Odisha,Sundargarh,769012,8,8
18-09-2025,Odisha,Sundargarh,770015,11,13
18-09-2025,Odisha,Sundargarh,770017,12,8
18-09-2025,Odisha,Sundargarh,770024,1,0
18-09-2025,Odisha,Sundargarh,770041,0,1
18-09-2025,Odisha,Sundargarh,770052,0,1
18-09-2025,Odisha,Sundargarh,770070,1,1
18-09-2025,Odisha,Sundargarh,770073,7,3
18-09-2025,Odisha,Sundargarh,770076,1,0
18-09-2025,Odisha,Angul,759132,0,1
18-09-2025,Odisha,Balangir,767001,0,1
18-09-2025,Odisha,Balangir,767002,1,7
18-09-2025,Odisha,Subarnapur,767016,3,1
18-09-2025,Odisha,Balangir,767026,1,0
18-09-2025,Odisha,Balangir,767033,4,6
18-09-2025,Odisha,Balangir,767048,0,1
18-09-2025,Odisha,Balangir,767066,1,1
18-09-2025,Odisha,Balangir,767067,1,2
18-09-2025,Odisha,Balasore,756020,0,2
18-09-2025,Odisha,Balasore,756032,1,1
18-09-2025,Odisha,Balasore,756048,0,1
18-09-2025,Odisha,Bargarh,768030,4,6
18-09-2025,Odisha,Bhadrak,756128,0,2
18-09-2025,Odisha,Bhadrak,756181,0,5
18-09-2025,Odisha,Cuttack,753002,1,2
18-09-2025,Odisha,Cuttack,753012,1,1
18-09-2025,Odisha,Cuttack,753014,3,4
18-09-2025,Odisha,Cuttack,754004,0,3
18-09-2025,Odisha,Dhenkanal,759001,0,3
18-09-2025,Odisha,Dhenkanal,759015,0,1
18-09-2025,Odisha,Ganjam,760002,0,1
18-09-2025,Odisha,Ganjam,760008,0,3
18-09-2025,Odisha,Ganjam,761002,0,5
18-09-2025,Odisha,Ganjam,761003,0,4
18-09-2025,Odisha,Ganjam,761054,0,1
18-09-2025,Odisha,Ganjam,761111,0,2
18-09-2025,Odisha,Ganjam,761118,0,1
18-09-2025,Odisha,Jajpur,755043,0,2
18-09-2025,Odisha,Jharsuguda,768201,0,1
18-09-2025,Odisha,Kandhamal,762002,0,1
18-09-2025,Odisha,Kandhamal,762011,1,0
18-09-2025,Odisha,Kandhamal,762104,0,1
18-09-2025,Odisha,Khordha,751002,0,3
18-09-2025,Odisha,Khordha,751003,2,6
18-09-2025,Odisha,Khordha,751009,0,1
18-09-2025,Odisha,Khordha,751010,0,3
18-09-2025,Odisha,Khordha,751012,0,2
18-09-2025,Odisha,Khordha,751014,0,2
18-09-2025,Odisha,Khordha,751020,0,1
18-09-2025,Odisha,Khordha,751024,2,2
18-09-2025,Odisha,Khordha,752054,0,2
18-09-2025,Odisha,Khordha,752057,0,1
18-09-2025,Odisha,Khordha,754001,1,1
18-09-2025,Odisha,Koraput,764043,0,1
18-09-2025,Odisha,Malkangiri,764046,0,3
18-09-2025,Odisha,Mayurbhanj,757036,1,0
18-09-2025,Odisha,Nayagarh,752026,0,1
18-09-2025,Odisha,Nayagarh,752065,0,1
18-09-2025,Odisha,Rayagada,765017,1,2
18-09-2025,Odisha,Sambalpur,768001,0,1
18-09-2025,Odisha,Sundargarh,769001,0,2
18-09-2025,Odisha,Sundargarh,769014,0,1
18-09-2025,Odisha,Angul,759037,1,0
18-09-2025,Odisha,Angul,759107,3,1
18-09-2025,Odisha,Angul,759116,0,1
18-09-2025,Odisha,Angul,759118,5,3
18-09-2025,Odisha,Angul,759125,25,24
18-09-2025,Odisha,Angul,759127,24,25
18-09-2025,Odisha,Angul,759132,11,20
18-09-2025,Odisha,Angul,759105,1,0
18-09-2025,Odisha,Angul,759122,1,1
18-09-2025,Odisha,Angul,759128,0,4
18-09-2025,Odisha,Balangir,767002,9,10
18-09-2025,Odisha,Subarnapur,767016,1,1
18-09-2025,Odisha,Balangir,767032,8,13
18-09-2025,Odisha,Balangir,767041,3,1
18-09-2025,Odisha,Balangir,767048,3,2
18-09-2025,Odisha,Balangir,767065,5,8
18-09-2025,Odisha,Balasore,756020,0,2
18-09-2025,Odisha,Balasore,756025,0,2
18-09-2025,Odisha,Balasore,756026,1,4
18-09-2025,Odisha,Balasore,756029,0,9
18-09-2025,Odisha,Balasore,756033,1,3
18-09-2025,Odisha,Balasore,756041,0,13
18-09-2025,Odisha,Balasore,756045,0,3
18-09-2025,Odisha,Balasore,756048,1,0
18-09-2025,Odisha,Balasore,756126,1,1
18-09-2025,Odisha,Balasore,756003,9,4
18-09-2025,Odisha,Balasore,756019,22,15
18-09-2025,Odisha,Balasore,756021,10,16
18-09-2025,Odisha,Balasore,756025,8,1
18-09-2025,Odisha,Balasore,756027,3,6
18-09-2025,Odisha,Balasore,756035,28,6
18-09-2025,Odisha,Balasore,756039,1,2
18-09-2025,Odisha,Balasore,756047,4,6
18-09-2025,Odisha,Balasore,756059,11,5
18-09-2025,Odisha,Balasore,756060,4,10
18-09-2025,Odisha,Balasore,756079,2,4
18-09-2025,Odisha,Balasore,756126,13,6
18-09-2025,Odisha,Balasore,756166,13,1
18-09-2025,Odisha,Bargarh,768027,11,5
18-09-2025,Odisha,Bargarh,768029,20,19
18-09-2025,Odisha,Bargarh,768038,15,11
18-09-2025,Odisha,Bargarh,768042,7,9
18-09-2025,Odisha,Bargarh,768048,0,2
18-09-2025,Odisha,Bargarh,768050,3,2
18-09-2025,Odisha,Bhadrak,756101,13,5
18-09-2025,Odisha,Bhadrak,756112,19,11
18-09-2025,Odisha,Bhadrak,756122,7,1
18-09-2025,Odisha,Bhadrak,756124,5,5
18-09-2025,Odisha,Bhadrak,756162,7,3
18-09-2025,Odisha,Bhadrak,756164,10,6
18-09-2025,Odisha,Bhadrak,756168,29,5
18-09-2025,Odisha,Bhadrak,756181,10,6
18-09-2025,Odisha,Cuttack,753002,4,5
18-09-2025,Odisha,Khordha,754005,2,6
18-09-2025,Odisha,Cuttack,754018,1,2
18-09-2025,Odisha,Cuttack,754021,2,5
18-09-2025,Odisha,Cuttack,754025,19,9
18-09-2025,Odisha,Cuttack,754026,1,0
18-09-2025,Odisha,Cuttack,754131,4,7
18-09-2025,Odisha,Jagatsinghpur,754132,1,1
18-09-2025,Odisha,Cuttack,754206,2,2
18-09-2025,Odisha,Cuttack,754285,0,1
18-09-2025,Odisha,Deogarh,768121,11,2
18-09-2025,Odisha,Dhenkanal,759013,7,6
18-09-2025,Odisha,Dhenkanal,759015,16,13
18-09-2025,Odisha,Dhenkanal,759021,14,14
18-09-2025,Odisha,Dhenkanal,759026,8,12
18-09-2025,Odisha,Dhenkanal,759028,9,12
18-09-2025,Odisha,Dhenkanal,759039,8,5
18-09-2025,Odisha,Dhenkanal,759121,12,18
18-09-2025,Odisha,Gajapati,761015,9,10
18-09-2025,Odisha,Gajapati,761210,5,2
18-09-2025,Odisha,Gajapati,761211,8,5
18-09-2025,Odisha,Gajapati,761217,21,21
18-09-2025,Odisha,Ganjam,760002,7,2
18-09-2025,Odisha,Ganjam,761006,1,2
18-09-2025,Odisha,Ganjam,761013,3,2
18-09-2025,Odisha,Ganjam,761014,5,5
18-09-2025,Odisha,Ganjam,761020,10,5
18-09-2025,Odisha,Ganjam,761030,6,2
18-09-2025,Odisha,Ganjam,761031,3,1
18-09-2025,Odisha,Ganjam,761041,1,4
18-09-2025,Odisha,Ganjam,761042,4,4
18-09-2025,Odisha,Ganjam,761055,8,5
18-09-2025,Odisha,Ganjam,761101,6,6
18-09-2025,Odisha,Ganjam,761103,4,6
18-09-2025,Odisha,Ganjam,761108,7,10
18-09-2025,Odisha,Ganjam,761115,4,2
18-09-2025,Odisha,Ganjam,761117,2,4
18-09-2025,Odisha,Ganjam,761118,12,10
18-09-2025,Odisha,Ganjam,761120,2,2
18-09-2025,Odisha,Ganjam,761122,1,1
18-09-2025,Odisha,Ganjam,761124,3,4
18-09-2025,Odisha,Ganjam,761144,1,0
18-09-2025,Odisha,Jajpur,754296,5,0
18-09-2025,Odisha,Jajpur,755007,6,3
18-09-2025,Odisha,Jajpur,755008,8,5
18-09-2025,Odisha,Jajpur,755017,1,2
18-09-2025,Odisha,Jajpur,755044,1,1
18-09-2025,Odisha,Jagatsinghpur,754110,17,6
18-09-2025,Odisha,Jagatsinghpur,754132,9,6
18-09-2025,Odisha,Jagatsinghpur,754140,6,4
18-09-2025,Odisha,Jagatsinghpur,754294,1,2
18-09-2025,Odisha,Jagatsinghpur,754107,0,2
18-09-2025,Odisha,Jagatsinghpur,754113,0,2
18-09-2025,Odisha,Jagatsinghpur,754139,1,1
18-09-2025,Odisha,Jagatsinghpur,754142,2,0
18-09-2025,Odisha,Jajpur,754205,0,1
18-09-2025,Odisha,Jajpur,755013,4,5
18-09-2025,Odisha,Jajpur,755016,3,4
18-09-2025,Odisha,Jajpur,755049,1,3
18-09-2025,Odisha,Bhadrak,756122,0,1
18-09-2025,Odisha,Jharsuguda,768213,5,6
18-09-2025,Odisha,Jharsuguda,768216,12,10
18-09-2025,Odisha,Jharsuguda,768218,1,3
18-09-2025,Odisha,Jharsuguda,768219,0,4
18-09-2025,Odisha,Kandhamal,762027,3,1
18-09-2025,Odisha,Kandhamal,762029,8,3
18-09-2025,Odisha,Kandhamal,762100,10,4
18-09-2025,Odisha,Kandhamal,762101,9,10
18-09-2025,Odisha,Kandhamal,762105,5,14
18-09-2025,Odisha,Kandhamal,762107,5,12
18-09-2025,Odisha,Kandhamal,762109,3,5
18-09-2025,Odisha,Kendrapara,754210,7,7
18-09-2025,Odisha,Kendrapara,754225,18,18
18-09-2025,Odisha,Kendrapara,754231,0,1
18-09-2025,Odisha,Kendrapara,754250,4,5
18-09-2025,Odisha,Kendrapara,754251,0,1
18-09-2025,Odisha,Kendrapara,755061,3,10
18-09-2025,Odisha,Keonjhar,758001,8,4
18-09-2025,Odisha,Keonjhar,758002,2,2
18-09-2025,Odisha,Keonjhar,758018,11,21
18-09-2025,Odisha,Keonjhar,758026,1,1
18-09-2025,Odisha,Keonjhar,758076,3,7
18-09-2025,Odisha,Keonjhar,758079,9,5
18-09-2025,Odisha,Keonjhar,758081,3,3
18-09-2025,Odisha,Keonjhar,758082,2,2
18-09-2025,Odisha,Khordha,751004,0,1
18-09-2025,Odisha,Khordha,751005,2,0
18-09-2025,Odisha,Khordha,751009,2,3
18-09-2025,Odisha,Khordha,751014,0,2
18-09-2025,Odisha,Khordha,751024,4,5
18-09-2025,Odisha,Puri,752015,1,0
18-09-2025,Odisha,Khordha,752021,4,12
18-09-2025,Odisha,Khordha,752034,31,4
18-09-2025,Odisha,Khordha,752037,3,0
18-09-2025,Odisha,Khordha,752064,6,2
18-09-2025,Odisha,Nayagarh,752065,0,2
18-09-2025,Odisha,Khordha,752101,6,5
18-09-2025,Odisha,Khordha,754001,1,1
18-09-2025,Odisha,Khordha,751001,0,1
18-09-2025,Odisha,Khordha,751002,0,2
18-09-2025,Odisha,Khordha,751006,0,4
18-09-2025,Odisha,Khordha,751019,0,2
18-09-2025,Odisha,Khordha,752020,0,2
18-09-2025,Odisha,Khordha,752021,1,4
18-09-2025,Odisha,Khordha,752050,0,4
18-09-2025,Odisha,Khordha,752061,0,8
18-09-2025,Odisha,Koraput,763001,1,1
18-09-2025,Odisha,Koraput,763002,2,1
18-09-2025,Odisha,Koraput,764020,4,5
18-09-2025,Odisha,Koraput,764027,7,28
18-09-2025,Odisha,Koraput,764041,6,7
18-09-2025,Odisha,Koraput,764055,16,5
18-09-2025,Odisha,Koraput,764057,15,32
18-09-2025,Odisha,Malkangiri,764051,5,9
18-09-2025,Odisha,Malkangiri,764087,3,7
18-09-2025,Odisha,Mayurbhanj,757025,3,6
18-09-2025,Odisha,Mayurbhanj,757031,1,2
18-09-2025,Odisha,Mayurbhanj,757043,8,8
18-09-2025,Odisha,Mayurbhanj,757051,6,8
18-09-2025,Odisha,Mayurbhanj,757084,4,2
18-09-2025,Odisha,Mayurbhanj,757092,2,3
18-09-2025,Odisha,Mayurbhanj,757093,1,2
18-09-2025,Odisha,Mayurbhanj,757106,1,1
18-09-2025,Odisha,Mayurbhanj,757107,2,4
18-09-2025,Odisha,Nabarangpur,764059,9,14
18-09-2025,Odisha,Koraput,764063,4,5
18-09-2025,Odisha,Nabarangpur,764072,37,40
18-09-2025,Odisha,Nabarangpur,764074,35,27
18-09-2025,Odisha,Nabarangpur,764077,22,11
18-09-2025,Odisha,Nayagarh,752025,4,9
18-09-2025,Odisha,Nayagarh,752070,24,13
18-09-2025,Odisha,Nayagarh,752078,5,4
18-09-2025,Odisha,Nayagarh,752094,4,6
18-09-2025,Odisha,Nuapada,766104,14,17
18-09-2025,Odisha,Nuapada,766107,19,9
18-09-2025,Odisha,Khordha,751002,3,1
18-09-2025,Odisha,Puri,752002,20,23
18-09-2025,Odisha,Puri,752014,9,5
18-09-2025,Odisha,Puri,752015,8,5
18-09-2025,Odisha,Puri,752046,4,5
18-09-2025,Odisha,Puri,752116,3,6
18-09-2025,Odisha,Cuttack,754004,0,1
18-09-2025,Odisha,Rayagada,765023,2,5
18-09-2025,Odisha,Rayagada,765024,0,2
18-09-2025,Odisha,Sambalpur,768001,6,5
18-09-2025,Odisha,Sambalpur,768004,2,4
18-09-2025,Odisha,Sambalpur,768005,10,13
18-09-2025,Odisha,Sambalpur,768026,1,0
18-09-2025,Odisha,Sambalpur,768105,14,5
18-09-2025,Odisha,Sambalpur,768221,4,2
18-09-2025,Odisha,Sambalpur,768222,7,14
18-09-2025,Odisha,Sambalpur,768224,7,15
18-09-2025,Odisha,Sambalpur,768227,2,6
18-09-2025,Odisha,Subarnapur,767016,17,9
18-09-2025,Odisha,Balangir,767020,1,3
18-09-2025,Odisha,Subarnapur,767023,13,5
18-09-2025,Odisha,Subarnapur,767062,4,7
18-09-2025,Odisha,Subarnapur,767016,4,3
18-09-2025,Odisha,Sundargarh,769002,0,1
18-09-2025,Odisha,Sundargarh,769004,0,1
18-09-2025,Odisha,Sundargarh,769007,0,2
18-09-2025,Odisha,Sundargarh,769009,0,2
18-09-2025,Odisha,Sundargarh,770017,1,1
18-09-2025,Odisha,Sundargarh,770020,2,1
18-09-2025,Odisha,Sundargarh,770021,0,1
18-09-2025,Odisha,Sundargarh,770032,0,1
18-09-2025,Odisha,Sundargarh,770034,3,1
18-09-2025,Odisha,Sundargarh,770072,0,1
18-09-2025,Odisha,Sundargarh,769003,4,7
18-09-2025,Odisha,Sundargarh,769007,2,2
18-09-2025,Odisha,Sundargarh,770001,3,0
18-09-2025,Odisha,Sundargarh,770016,9,8
18-09-2025,Odisha,Sundargarh,770019,2,1
18-09-2025,Odisha,Sundargarh,770020,5,1
18-09-2025,Odisha,Sundargarh,770023,1,0
18-09-2025,Odisha,Sundargarh,770039,0,1
18-09-2025,Odisha,Sundargarh,770074,5,1
18-09-2025,Odisha,Balangir,767021,0,1
18-09-2025,Odisha,Balangir,767024,1,0
18-09-2025,Odisha,Balangir,767027,0,2
18-09-2025,Odisha,Balangir,767042,0,1
18-09-2025,Odisha,Balangir,767061,0,1
18-09-2025,Odisha,Balasore,756001,0,2
18-09-2025,Odisha,Balasore,756003,0,1
18-09-2025,Odisha,Balasore,756046,0,1
18-09-2025,Odisha,Boudh,762023,0,1
18-09-2025,Odisha,Bhadrak,756101,2,2
18-09-2025,Odisha,Bhadrak,756117,0,1
18-09-2025,Odisha,Bhadrak,756165,0,1
18-09-2025,Odisha,Cuttack,753001,0,12
18-09-2025,Odisha,Cuttack,753008,1,5
18-09-2025,Odisha,Khordha,754005,0,1
18-09-2025,Odisha,Cuttack,754029,2,2
18-09-2025,Odisha,Cuttack,754031,0,2
18-09-2025,Odisha,Cuttack,754071,0,1
18-09-2025,Odisha,Dhenkanal,759018,3,3
18-09-2025,Odisha,Dhenkanal,759039,1,0
18-09-2025,Odisha,Ganjam,760001,1,2
18-09-2025,Odisha,Ganjam,760003,0,4
18-09-2025,Odisha,Ganjam,761026,1,0
18-09-2025,Odisha,Jagatsinghpur,754104,1,2
18-09-2025,Odisha,Jajpur,755005,0,2
18-09-2025,Odisha,Jajpur,755008,0,2
18-09-2025,Odisha,Jajpur,755036,0,1
18-09-2025,Odisha,Kandhamal,762022,0,1
18-09-2025,Odisha,Kendrapara,754211,0,1
18-09-2025,Odisha,Keonjhar,758002,0,1
18-09-2025,Odisha,Khordha,751005,1,3
18-09-2025,Odisha,Khordha,751022,0,3
18-09-2025,Odisha,Khordha,752101,0,2
18-09-2025,Odisha,Khordha,752103,0,3
18-09-2025,Odisha,Puri,752106,0,1
18-09-2025,Odisha,Koraput,764011,1,0
18-09-2025,Odisha,Nayagarh,752092,0,1
18-09-2025,Odisha,Puri,752114,1,0
18-09-2025,Odisha,Sundargarh,770033,0,1
18-09-2025,Odisha,Gajapati,761208,0,1
18-09-2025,Odisha,Angul,759117,8,2
18-09-2025,Odisha,Angul,759130,10,3
18-09-2025,Odisha,Angul,759141,4,2
18-09-2025,Odisha,Angul,759118,0,1
18-09-2025,Odisha,Balangir,767001,17,10
18-09-2025,Odisha,Balangir,767020,9,4
18-09-2025,Odisha,Balangir,767028,3,7
18-09-2025,Odisha,Balangir,767033,10,13
18-09-2025,Odisha,Balangir,767037,24,12
18-09-2025,Odisha,Balasore,756002,0,4
18-09-2025,Odisha,Balasore,756023,0,1
18-09-2025,Odisha,Balasore,756027,1,2
18-09-2025,Odisha,Balasore,756032,1,7
18-09-2025,Odisha,Balasore,756035,9,3
18-09-2025,Odisha,Balasore,756037,1,1
18-09-2025,Odisha,Balasore,756043,1,2
18-09-2025,Odisha,Balasore,756049,1,0
18-09-2025,Odisha,Bhadrak,756168,2,0
18-09-2025,Odisha,Balasore,756182,0,1
18-09-2025,Odisha,Mayurbhanj,757082,1,0
18-09-2025,Odisha,Balasore,756001,5,1
18-09-2025,Odisha,Balasore,756023,3,1
18-09-2025,Odisha,Balasore,756024,3,3
18-09-2025,Odisha,Balasore,756033,6,7
18-09-2025,Odisha,Balasore,756044,20,8
18-09-2025,Odisha,Balasore,756049,5,2
18-09-2025,Odisha,Balasore,756051,3,0
18-09-2025,Odisha,Balasore,756081,5,6
18-09-2025,Odisha,Balasore,756182,4,3
18-09-2025,Odisha,Bargarh,768030,30,9
18-09-2025,Odisha,Bargarh,768032,11,9
18-09-2025,Odisha,Bargarh,768034,7,2
18-09-2025,Odisha,Bargarh,768039,9,19
18-09-2025,Odisha,Bargarh,768040,8,10
18-09-2025,Odisha,Bargarh,768103,7,11
18-09-2025,Odisha,Bargarh,768111,0,1
18-09-2025,Odisha,Bargarh,768115,6,3
18-09-2025,Odisha,Jajpur,755001,1,0
18-09-2025,Odisha,Bhadrak,756115,10,7
18-09-2025,Odisha,Bhadrak,756127,1,7
18-09-2025,Odisha,Bhadrak,756144,1,0
18-09-2025,Odisha,Bhadrak,756163,6,6
18-09-2025,Odisha,Boudh,760020,1,0
18-09-2025,Odisha,Boudh,762013,13,3
18-09-2025,Odisha,Boudh,762023,5,0
18-09-2025,Odisha,Khordha,752115,0,1
18-09-2025,Odisha,Cuttack,753001,11,19
18-09-2025,Odisha,Cuttack,753004,6,7
18-09-2025,Odisha,Cuttack,753011,4,8
18-09-2025,Odisha,Cuttack,754002,1,6
18-09-2025,Odisha,Cuttack,754006,2,2
18-09-2025,Odisha,Jagatsinghpur,754103,0,2
18-09-2025,Odisha,Cuttack,754105,3,3
18-09-2025,Odisha,Cuttack,754130,2,5
18-09-2025,Odisha,Kendrapara,754134,9,4
18-09-2025,Odisha,Cuttack,754200,9,13
18-09-2025,Odisha,Cuttack,754290,0,1
18-09-2025,Odisha,Dhenkanal,759023,13,2
